# Dec(deg) RA(deg) MueE(photon*m)  NChan   AngErrorEstimate(deg)   MJD
0.309 56.603 2642.867 18 1.262 54929.93500963
19.266 339.176 1265.099 20 0.969 54930.00665495
40.349 73.029 23397.838 46 0.415 54930.01494946
64.851 267.436 1462.329 30 0.613 54930.03354731
31.722 287.544 1536.687 18 1.629 54930.04029020
56.346 87.537 1351.721 32 1.534 54930.07652079
13.167 278.518 3166.256 36 1.022 54930.12540073
33.392 200.869 1271.738 21 0.826 54930.17745370
50.069 192.587 1331.708 22 2.384 54930.18470790
6.483 106.938 2805.041 17 0.838 54930.23140046
11.073 168.247 1888.622 22 0.662 54565.14727071
12.758 206.113 17473.980 66 0.714 54565.15671063
2.239 36.356 5369.998 15 1.147 54565.17071429
16.064 8.348 2737.277 19 1.136 54565.17386631
25.966 20.773 1749.428 18 0.636 54565.19561419
17.624 334.825 30785.334 36 1.185 54565.22020111
2.033 278.521 1972.536 21 0.774 54565.38331768
6.832 165.373 2907.957 21 1.432 54565.42031505
48.087 43.407 1983.291 15 1.342 54565.52666208
58.831 347.236 768.209 16 1.738 54565.53809151
18.829 195.623 1611.349 16 0.905 54565.60045603
14.586 342.746 50484.954 84 2.005 54565.64603959
35.280 9.184 1231.421 23 0.764 54565.66030896
13.153 281.843 4546.662 16 1.445 54565.66255576
21.125 229.900 1459.266 18 0.814 54565.74175231
24.644 270.690 24406.626 125 0.513 54565.74316674
49.079 4.166 2261.024 17 1.354 54565.75301067
18.556 242.718 1088.872 19 0.684 54565.77264000
59.745 322.917 1681.030 25 1.672 54565.80530412
55.958 208.243 6639.956 54 1.488 54565.87968562
1.998 85.796 1362.654 17 1.002 54565.88638871
8.798 61.607 5421.054 53 0.947 54565.94378202
37.677 88.584 1566.261 25 0.493 54565.94492072
38.235 183.475 1261.296 16 1.449 54566.02973387
69.158 246.419 1228.257 19 1.771 54566.03222045
10.795 352.227 5263.952 27 1.467 54566.05883989
4.872 140.998 3765.259 50 0.440 54566.11144046
32.792 152.181 2870.034 21 1.314 54566.15620016
72.210 34.128 2515.036 29 0.452 54566.16314009
68.761 179.299 896.803 15 1.187 54566.19672357
28.623 285.342 2708.179 18 0.817 54930.28927157
21.466 39.635 1826.998 19 1.324 54930.29694368
26.283 3.529 3051.690 21 1.006 54930.31511929
30.504 73.936 5171.412 29 1.606 54930.32756375
39.151 289.445 1286.323 23 1.616 54930.38339365
37.605 128.960 1654.149 17 1.139 54930.40373924
23.194 83.605 2067.956 21 0.579 54930.42151917
34.200 18.085 3123.911 13 1.040 54930.43711998
15.791 39.955 1363.596 15 0.686 54930.49632402
17.520 31.279 2231.450 15 0.962 54930.65172741
26.224 203.648 2500.251 32 0.559 54930.68989427
42.788 273.096 2010.672 16 0.611 54930.77576278
45.280 64.321 2341.687 41 0.499 54930.78800609
4.043 282.449 2841.861 17 1.833 54930.88039813
25.317 130.823 2357.809 19 1.345 54566.31049039
12.535 237.238 4203.212 32 0.456 54566.33145120
29.481 87.627 1494.464 22 0.743 54566.34945453
30.832 256.825 2099.225 19 1.137 54566.35893434
3.748 274.545 2560.086 22 1.203 54566.39820758
6.417 5.074 1812.190 15 1.888 54566.40864716
77.595 312.793 1333.709 23 0.790 54566.46022296
60.098 76.486 1127.257 23 0.441 54566.51172318
15.882 223.953 2416.135 15 0.730 54566.51178413
9.627 261.556 2634.766 19 1.394 54566.53407948
31.253 111.989 2575.897 25 0.575 54566.55335410
62.645 71.591 4535.477 38 0.550 54566.56527837
13.128 63.812 851.315 15 1.164 54566.56853609
51.179 181.885 1281.127 24 0.563 54566.56982996
9.328 296.046 1257.451 18 1.779 54566.57011348
58.460 54.251 1530.574 14 0.725 54566.58656641
4.866 107.196 5680.688 23 1.001 54566.62080108
53.850 198.579 1076.581 22 0.748 54566.64539725
3.505 18.684 2116.932 22 2.072 54566.71523493
46.391 200.030 1010.228 14 1.195 54566.73574975
39.287 26.330 3112.256 15 2.481 54566.75437302
64.083 202.382 1049.894 15 0.829 54566.77650267
24.548 15.679 1828.256 19 0.879 54566.78105765
0.790 238.192 1941.595 28 0.900 54566.78883991
29.572 230.594 3466.200 22 0.957 54566.81182195
16.337 130.237 2305.331 18 2.090 54566.81224523
14.350 238.644 1733.448 20 0.856 54566.81951628
39.742 281.546 2554.263 21 1.159 54566.82331246
6.748 239.060 2780.362 35 0.916 54566.83505662
21.018 190.261 3227.832 19 1.736 54566.84632891
29.193 31.746 4244.375 25 0.738 54566.88123727
45.663 154.734 2003.938 19 1.422 54566.96544244
54.344 247.337 4856.650 42 0.865 54931.14070359
28.370 239.500 1626.676 14 1.352 54931.15993628
17.002 301.205 5436.695 33 2.429 54931.19215067
7.276 200.350 1492.028 22 1.325 54931.28891599
10.197 31.900 3790.478 37 1.256 54931.32088721
25.029 59.351 8615.660 68 0.640 54931.32867943
7.378 278.212 2459.831 16 1.740 54931.50439354
8.223 296.468 2210.439 25 0.642 54931.52642554
32.029 127.112 1799.198 21 0.933 54931.53119158
41.880 302.705 2406.232 25 0.760 54931.55556019
9.627 29.910 1429.330 14 0.744 54931.56135518
30.863 351.259 2033.798 15 1.401 54931.57202389
24.613 98.987 2004.535 17 1.814 54931.57891800
17.303 203.588 3179.206 27 0.487 54931.61537408
12.934 159.043 1803.737 13 1.036 54931.66184378
61.040 38.110 2019.606 18 0.832 54931.66585543
53.112 169.905 8270.311 23 1.544 54931.68853937
14.450 229.294 2346.521 16 0.909 54931.68999332
5.063 353.328 3372.424 27 0.451 54931.69755344
59.075 204.432 1492.967 13 0.710 54931.71428091
3.876 11.877 3139.833 41 0.470 54931.72066594
16.170 264.323 3653.187 30 0.860 54931.77394099
40.516 100.163 7218.416 68 1.094 54931.88765407
3.405 254.929 2714.930 33 0.947 54931.91689891
26.688 6.052 8172.545 37 0.913 54931.96167621
0.919 201.271 66170.939 38 2.581 54931.98591501
51.845 155.651 1590.404 17 1.210 54931.99012828
12.084 293.766 1824.242 19 0.958 54931.99993218
17.549 278.109 2792.247 16 1.125 54932.01004196
5.408 339.163 1250.559 20 1.786 54932.02809672
41.337 325.987 4642.143 28 1.302 54932.11594490
7.426 333.978 2102.941 27 0.518 54932.12193652
15.990 177.348 1842.696 16 1.281 54932.12798495
69.882 120.855 2091.444 31 0.589 54932.14059799
9.338 138.400 39055.596 37 0.765 54932.16712799
44.505 342.946 3624.665 50 0.219 54932.17166136
12.829 352.007 1365.817 18 2.417 54567.18206505
45.537 242.464 11252.661 71 1.253 54567.18918784
3.021 206.866 11182.961 64 0.543 54567.21409093
8.630 200.713 1221.804 19 0.927 54567.22114299
2.815 165.726 1661.745 17 1.703 54567.28272186
7.641 79.390 1532.781 25 0.569 54567.35195580
12.529 259.115 7631.152 22 0.518 54567.39652989
19.730 283.757 1265.440 16 0.798 54567.46539946
49.656 211.137 2548.671 29 1.014 54567.51240530
23.797 268.770 1566.250 18 1.009 54567.51428394
15.543 29.227 1960.039 22 2.501 54567.53278941
8.223 349.543 2668.519 26 0.944 54567.53465777
40.922 36.240 11750.582 37 0.426 54567.54418315
42.140 107.623 1735.163 16 0.949 54567.61040431
65.890 305.625 754.904 17 0.656 54567.61486811
44.604 139.237 1164.698 17 0.746 54567.67990061
28.076 17.679 3209.303 22 0.932 54567.72633980
17.784 250.134 14460.959 66 0.820 54567.73150082
8.903 24.870 1939.363 19 1.754 54567.73474570
11.244 251.646 12499.050 17 2.772 54567.74565637
20.197 89.614 3040.015 17 0.909 54567.75264724
75.218 137.300 5953.843 45 1.998 54567.75410671
2.551 99.221 3856.306 30 0.631 54567.79743260
4.851 279.938 2074.352 16 1.418 54567.80580930
7.040 323.000 2580.477 17 0.896 54567.83944197
22.355 212.739 1880.875 30 0.828 54567.85128266
10.783 185.440 1672.685 15 2.877 54567.88270359
21.234 98.974 1509.301 22 1.109 54567.89826514
4.330 255.791 3769.461 35 0.774 54567.95080249
50.663 144.609 6172.068 23 0.527 54568.00138854
3.357 265.318 6432.322 24 0.943 54568.00454833
39.664 276.752 1489.660 20 0.657 54568.02119171
54.068 176.174 681.977 14 1.647 54568.05589477
10.911 351.533 2482.417 18 2.243 54568.07129447
54.170 107.931 1811.143 16 0.463 54568.09262439
2.288 131.304 14836.730 19 0.966 54568.11870037
25.343 167.744 1743.826 21 1.749 54568.11974749
23.737 335.373 2436.939 13 1.276 54568.14528133
25.835 64.337 4230.801 45 0.799 54932.20725415
28.086 18.844 5840.615 24 0.711 54932.25083559
7.205 134.552 13356.789 56 1.095 54932.27108373
8.677 89.298 5609.151 25 0.937 54932.57036663
9.884 16.172 1500.649 18 0.734 54932.58996640
0.908 357.582 11117.486 75 0.723 54932.61723444
4.849 177.623 648.867 14 0.891 54932.62777841
75.764 194.502 1661.926 20 1.351 54932.62982473
0.915 13.773 1099.867 16 0.678 54932.63384409
16.309 353.123 1140.711 22 1.052 54932.68361924
9.819 293.496 1840.435 23 0.702 54932.69784418
33.501 82.889 3011.376 28 1.482 54932.75527410
64.071 68.284 1256.771 18 2.126 54932.82835454
55.858 132.198 3447.334 16 1.417 54932.89294888
52.224 292.599 1917.237 13 0.782 54932.95526867
23.580 287.706 1115.231 21 0.670 54932.98993730
50.056 39.490 2673.356 15 1.410 54933.00850313
2.126 358.373 5703.571 20 0.868 54933.01612901
62.267 129.526 1797.268 28 1.563 54933.03134243
64.471 159.711 1552.505 24 1.404 54933.03150193
34.405 180.558 803.120 16 1.704 54933.07241302
6.309 21.603 2611.699 18 0.982 54933.10051161
35.158 290.250 1217.879 12 0.834 54933.19600912
59.723 178.966 2992.364 26 0.832 54568.22980204
11.704 85.816 7891.301 29 1.784 54568.23584779
52.919 28.071 2215.202 16 0.692 54568.26479335
6.172 117.318 11898.832 34 1.262 54568.30582871
26.750 37.662 2295.472 33 0.511 54568.31712054
20.731 245.577 2989.837 22 2.558 54568.33392181
46.283 22.933 1425.461 19 1.085 54568.36315222
8.557 343.852 3031.851 16 1.600 54568.47953309
33.860 115.504 1830.278 19 0.811 54568.48567269
15.795 85.185 2478.593 24 1.086 54568.51022525
31.851 98.819 2425.902 15 2.223 54568.51947926
57.122 185.124 3376.633 43 1.166 54568.59621734
62.635 43.099 2345.033 31 0.649 54568.62180334
69.208 31.333 2114.044 14 1.049 54568.62888935
10.772 30.213 2447.312 17 0.761 54568.63832186
23.962 145.149 1725.913 24 0.992 54568.66285045
41.005 352.024 1358.416 23 1.540 54568.67536430
5.617 344.432 3452.288 32 0.559 54568.68427722
68.483 111.192 1371.290 18 0.555 54568.70562527
17.658 237.030 1363.070 19 0.841 54568.71660220
31.082 200.176 1660.264 15 0.794 54568.72472658
14.932 189.106 11348.352 41 1.715 54568.72515023
25.397 33.766 2022.085 38 1.403 54568.76555152
69.594 269.083 1525.415 25 0.553 54568.79023631
30.208 346.354 2527.244 14 1.150 54568.84018467
32.572 189.389 2472.641 15 1.195 54568.92025774
37.715 86.989 3070.650 18 1.054 54569.02759739
18.414 303.551 3404.382 40 1.478 54569.03938707
3.936 13.178 1519.741 19 1.737 54569.19657658
5.188 356.193 4625.558 33 0.381 54569.20454354
49.060 16.151 7931.052 20 1.075 54933.52148972
38.600 5.194 6077.027 24 2.122 54933.53394872
22.050 226.844 5213.243 23 1.514 54933.57386446
37.508 191.913 17510.452 71 1.230 54933.57813815
55.791 126.812 1690.083 28 1.570 54933.58701925
48.146 327.641 4262.182 33 2.720 54933.59053081
36.619 18.802 1231.821 19 0.672 54933.60620539
5.879 25.566 6831.052 17 1.453 54933.61112005
61.733 225.532 1115.987 19 1.607 54933.61862066
7.859 24.360 2289.629 21 1.073 54933.65177470
38.556 355.022 5536.865 51 0.899 54933.66139988
38.761 293.648 2306.065 16 1.048 54933.67461918
75.536 309.574 701.187 17 0.643 54933.67771380
14.031 26.253 12315.982 45 0.696 54933.74054790
54.222 189.577 868.524 15 1.734 54933.75593745
2.072 9.449 2026.549 24 0.938 54933.76545123
13.206 141.548 2445.605 15 0.988 54933.77995143
4.207 135.401 2983.201 29 1.986 54933.79463334
10.604 37.503 5741.817 28 0.317 54933.81944960
6.078 310.719 2169.904 17 2.224 54933.88194954
19.578 66.667 4820.063 46 0.540 54933.88702124
5.517 36.860 2274.981 29 2.382 54933.88756425
12.529 299.235 1039.310 15 1.512 54933.89892101
51.485 99.604 4026.073 19 0.340 54933.92112239
44.574 314.344 896.628 17 0.716 54933.98650860
11.263 108.445 3762.169 23 1.672 54933.99994483
5.507 326.519 1268.840 17 0.639 54934.02090707
51.924 244.703 3148.761 20 0.457 54934.07239911
14.586 12.928 2918.430 17 0.811 54934.08025311
32.574 138.226 3706.347 17 0.599 54934.13642222
3.437 340.866 2639.896 21 0.887 54934.13882269
6.088 334.313 2916.129 15 0.842 54934.14910830
11.025 193.094 8739.046 18 0.492 54934.16066665
11.742 184.473 1082.156 16 0.959 54934.16123404
3.687 166.850 5409.725 42 2.913 54934.16637517
57.674 99.427 3108.742 12 0.667 54934.17245545
0.142 104.667 4176.933 17 0.956 54934.18262418
18.224 270.134 26806.494 71 1.427 54569.46802892
16.893 46.143 1989.460 17 1.217 54569.51487612
16.925 144.417 2858.993 44 0.597 54569.54493934
58.058 251.010 1443.362 11 1.179 54569.56479496
10.018 80.960 4701.838 34 1.579 54569.59639921
22.180 154.855 3810.873 17 1.588 54569.61249180
34.246 195.676 2188.037 17 1.377 54569.68586917
57.278 227.530 2042.158 18 1.647 54569.68646081
21.180 211.562 1030.860 20 0.662 54569.70673551
3.365 193.464 3167.805 41 0.424 54569.72195848
52.230 304.452 2756.181 21 2.546 54569.73013754
29.056 94.044 4316.193 15 2.021 54569.82166776
26.084 104.260 1373.637 18 0.783 54569.83030825
32.757 342.835 7167.293 45 1.325 54569.85285381
5.967 59.806 2073.452 26 0.583 54569.85309024
29.862 298.575 4125.527 24 1.452 54569.86071603
83.101 83.982 7563.609 57 2.074 54569.87421485
1.011 359.539 3184.312 23 1.588 54569.88438314
10.257 60.775 3070.223 17 2.165 54569.88605114
65.106 211.967 1569.799 19 0.596 54569.89465607
1.673 84.759 2096.714 29 0.814 54569.89842550
58.464 201.296 1198.497 24 1.015 54569.95855304
39.509 63.214 2938.572 15 1.139 54569.98104237
8.788 343.144 3376.306 16 1.738 54570.00131088
8.092 172.382 1686.261 24 0.885 54570.00255350
9.720 302.092 2921.575 26 1.192 54570.05607113
18.011 138.815 2362.849 23 0.717 54570.05823446
78.073 33.779 1968.611 18 1.309 54570.09409756
11.914 343.884 1403.228 14 0.531 54570.09873529
15.671 0.131 1695.782 27 0.648 54934.20313514
19.394 262.677 3243.672 21 0.923 54934.25271982
51.195 165.295 1261.496 19 1.012 54934.27902298
28.927 18.768 1611.569 20 0.945 54934.31525955
25.085 293.971 1901.997 15 0.760 54934.41065750
34.739 26.903 3828.633 33 1.412 54934.42907300
26.514 278.067 5888.679 29 0.829 54934.43432009
32.582 213.065 3165.887 27 1.173 54934.47162435
46.383 331.474 1251.472 18 1.097 54934.49180285
22.994 261.524 6276.301 25 0.802 54934.49187669
4.767 132.851 12491.611 45 1.114 54934.49812818
11.483 343.271 1997.250 17 1.475 54934.51433543
6.199 294.270 7838.994 16 1.086 54934.69738418
24.427 142.180 2259.386 16 0.747 54934.73492062
62.936 65.805 1053.872 21 1.086 54934.77448483
33.196 25.968 901.599 16 0.803 54934.78221662
19.435 80.866 1522.886 17 1.099 54934.78650032
60.358 341.207 2313.936 14 1.705 54934.80765680
1.441 230.821 2121.243 32 0.481 54934.81867604
35.073 119.729 8625.901 50 2.090 54934.82012266
13.283 160.613 1706.557 16 1.238 54934.82124171
63.301 252.832 756.619 16 1.929 54934.89949224
51.935 334.535 1404.075 23 0.776 54934.92678971
36.394 324.901 14126.848 46 1.041 54934.92705405
29.364 97.681 1268.783 17 0.616 54935.04837938
22.474 35.796 1384.980 24 1.580 54570.11156871
36.618 217.611 2933.527 30 1.138 54570.16065916
35.653 266.219 2517.904 23 1.114 54570.18657391
12.699 4.213 2002.168 24 0.915 54570.22036122
62.418 41.089 2240.955 21 0.715 54570.23285250
55.070 44.365 829.797 13 0.518 54570.25574321
5.846 50.804 1567.489 16 1.005 54570.31571380
16.918 300.013 1929.333 19 1.558 54570.37961881
26.724 239.738 977.519 15 0.944 54570.41911682
69.876 306.365 6154.177 98 0.412 54570.43008261
48.488 258.601 1607.839 23 0.494 54570.46029343
63.626 324.796 1546.324 27 0.690 54570.48955182
7.515 137.660 10142.856 28 0.646 54570.49681676
6.538 6.623 1039.635 16 2.104 54570.54869220
35.113 97.535 2604.420 18 0.831 54570.55589802
26.104 321.665 1710.094 14 1.215 54570.61150847
71.266 50.296 1336.197 22 0.633 54570.61188643
43.579 19.733 1301.939 12 1.026 54570.62026023
29.503 322.779 1180.810 18 2.156 54570.62091294
66.930 3.672 1085.355 15 1.873 54570.69341149
66.009 162.004 1818.749 21 0.786 54570.78429886
4.871 55.114 1067.778 24 1.265 54570.78925399
63.037 101.612 1648.907 25 0.725 54570.81964303
38.609 82.129 1557.080 18 0.790 54570.83376657
42.028 68.945 1385.882 18 1.470 54570.85058252
26.579 102.972 1289.737 24 1.021 54570.91194208
3.167 257.391 1244.086 16 1.937 54570.91861139
55.027 69.109 3748.561 35 0.706 54570.94001944
13.097 115.017 2012.427 24 0.871 54570.94233563
21.882 119.120 3886.415 21 0.501 54570.96475505
1.617 129.625 1735.140 21 0.448 54935.07516003
32.483 212.425 2584.369 22 1.385 54935.07907508
37.005 329.264 2475.520 23 2.870 54935.09202852
33.716 162.047 920.407 17 0.751 54935.09849165
22.946 359.079 4253.685 18 0.402 54935.10019098
60.904 270.839 1514.122 16 0.995 54935.11339019
4.445 293.419 5747.160 44 0.803 54935.11466490
8.060 227.934 2635.469 35 0.275 54935.17586463
0.419 314.175 1734.872 20 1.001 54935.18279143
3.950 341.405 3133.306 22 0.869 54935.21671390
43.524 189.368 2253.588 43 0.721 54935.22497311
31.494 170.943 1720.643 14 1.082 54935.23390592
53.870 244.563 2757.234 12 1.146 54935.23545343
0.892 304.887 8298.279 59 0.370 54935.24186595
20.225 57.665 732.448 15 0.990 54935.26475350
4.613 219.418 3030.719 35 1.289 54935.27177424
13.710 57.078 40597.390 53 1.355 54935.28914083
36.959 290.328 1693.400 14 0.465 54935.35290755
8.813 84.869 1543.940 22 0.587 54935.44697150
1.844 339.516 3602.079 31 0.493 54935.45082277
64.864 228.513 1364.965 15 1.713 54935.48605398
7.179 101.641 6184.284 51 1.094 54935.50241465
3.990 72.958 4170.969 20 1.579 54935.53112196
7.727 194.010 1912.098 20 1.615 54935.53277093
36.101 158.946 4510.732 50 0.434 54935.57863542
3.189 135.297 6270.742 42 1.494 54935.64314975
15.067 42.700 1365.800 14 1.736 54935.64812073
38.383 50.613 1451.221 18 2.283 54935.66434545
15.406 183.258 1392.224 17 1.211 54935.75215551
12.589 146.781 4146.413 21 0.728 54935.79671693
64.170 259.799 1245.093 22 0.471 54935.82116957
73.988 10.962 8577.579 74 0.975 54935.90509873
37.393 352.216 6607.376 16 2.042 54935.90563509
0.930 263.166 4884.670 27 0.902 54935.91204848
36.756 127.335 1832.611 25 1.228 54935.91918038
30.454 20.836 1350.689 17 0.880 54935.94222083
14.706 10.106 3834.051 18 0.802 54935.95125515
72.278 174.659 1139.023 28 1.541 54935.96800766
84.511 145.063 1016.085 27 2.401 54936.00630911
81.490 104.638 1174.149 25 0.719 54936.01146592
13.557 347.734 1554.636 22 0.753 54936.11384710
8.450 138.678 2798.611 22 1.042 54936.20896386
40.914 27.160 5320.976 66 0.938 54936.22812181
38.964 187.499 5224.193 34 1.768 54936.23027568
72.440 42.369 2178.400 22 1.869 54936.24775285
5.869 70.514 4002.576 49 0.972 54936.24900164
30.913 238.928 1415.439 19 0.911 54936.26925714
2.388 264.494 14856.939 30 0.403 54936.27255484
42.668 268.801 2165.775 11 0.769 54936.28849045
33.406 249.953 822.620 13 1.090 54936.29741203
51.089 9.474 3685.226 25 1.691 54571.23840506
23.887 197.420 3776.164 31 1.617 54571.30727894
73.976 248.086 1353.448 24 2.397 54571.33947216
64.476 257.213 1448.502 22 0.576 54571.34516189
30.506 88.116 1636.125 18 0.496 54571.34756153
15.941 327.015 3003.287 33 1.325 54571.36115415
34.991 212.010 18007.201 41 1.092 54571.36339768
35.825 144.476 2111.073 23 1.066 54571.44902603
68.323 284.992 1483.451 22 1.063 54571.45558482
3.055 38.278 23010.731 36 2.433 54571.50358184
19.780 103.506 2767.140 24 0.949 54571.50451200
68.092 191.901 18625.206 120 0.694 54571.50507821
33.218 13.259 1255.483 19 1.501 54571.54072168
5.065 221.132 9466.914 23 0.957 54571.54657963
32.522 219.792 2582.749 24 2.242 54571.55165637
13.002 310.650 4016.094 26 1.261 54571.62774158
55.595 202.205 971.468 19 0.790 54571.63981299
4.121 254.934 4697.476 30 1.656 54571.64501097
32.011 160.647 2576.318 19 0.937 54571.67042819
54.355 155.153 1607.335 17 1.956 54571.70440603
3.265 224.368 2605.869 17 1.869 54571.74027318
17.577 108.909 17346.129 47 2.813 54571.74633633
48.132 269.076 1155.277 17 1.063 54571.78866722
22.601 215.663 1637.834 21 1.330 54571.79894671
28.692 84.106 2313.798 21 0.629 54571.85516135
52.091 268.822 1087.459 25 0.669 54571.88668515
20.215 55.210 879.925 16 0.946 54571.88854336
5.539 145.536 2149.341 17 2.926 54571.90531300
